PlayerName,Points
Nick Van Exel,9
Nick Van Exel,10
Mike Bibby,9
Kevin Edwards,8
Antonio McDyess,9
Shareef Abdur-Rahim,11
James Posey,7
Antonio McDyess,11
Kevin Edwards,10
Shareef Abdur-Rahim,13
Mike Bibby,10
Mike Bibby,11
Antonio McDyess,12
Othella Harrington,13
Tariq Abdul-Wahad,5
Tariq Abdul-Wahad,7
Keon Clark,9
Keon Clark,10
Bryant Reeves,6
Keon Clark,12
Nick Van Exel,12
Nick Van Exel,14
Stromile Swift,1
Grant Long,2
Tariq Abdul-Wahad,9
Grant Long,4
Shareef Abdur-Rahim,15
Ike Austin,1
Nick Van Exel,16
Voshon Lenard,7
Damon Jones,5
Stromile Swift,3
Stromile Swift,4
Shareef Abdur-Rahim,16
Shareef Abdur-Rahim,17
Antonio McDyess,14
Antonio McDyess,16
Antonio McDyess,17
Mike Bibby,13
Antonio McDyess,19
George McCloud,7
Mike Bibby,16
Stromile Swift,6
Raef LaFrentz,6
Voshon Lenard,10
Stromile Swift,8
Antonio McDyess,20
Antonio McDyess,21
Mike Bibby,18
Shareef Abdur-Rahim,18
Shareef Abdur-Rahim,19
James Posey,8
Kevin Edwards,12
Kevin Edwards,13
Nick Van Exel,17
Nick Van Exel,18
Nick Van Exel,19
Damon Jones,7
Damon Jones,8
Nick Van Exel,20
Jermaine O'Neal,2
Jermaine O'Neal,3
Lindsey Hunter,3
Jermaine O'Neal,5
Jalen Rose,2
Jerome Kersey,2
Lindsey Hunter,5
Reggie Miller,2
Jerome Kersey,4
Lindsey Hunter,7
Ray Allen,3
Reggie Miller,4
Reggie Miller,5
Tim Thomas,1
Ray Allen,4
Ray Allen,5
Jalen Rose,3
Jalen Rose,4
Jermaine O'Neal,7
Reggie Miller,6
Jermaine O'Neal,8
Jermaine O'Neal,9
Jermaine O'Neal,11
Jalen Rose,6
Jalen Rose,8
Glenn Robinson,2
Tim Thomas,3
Tim Thomas,5
Jermaine O'Neal,13
Jason Caffey,2
Sam Cassell,2
Glenn Robinson,5
Jason Caffey,4
Jason Caffey,5
Al Harrington,1
Al Harrington,2
Jeff Foster,2
Jason Caffey,7
Ray Allen,7
Al Harrington,4
Glenn Robinson,7
Jeff Foster,4
Jeff Foster,5
Jeff Foster,7
Jermaine O'Neal,15
Jason Caffey,8
Jason Caffey,9
Jermaine O'Neal,17
Glenn Robinson,8
Glenn Robinson,9
Travis Best,2
Jason Caffey,10
Jason Caffey,11
Tim Thomas,6
Tim Thomas,7
Glenn Robinson,12
Glenn Robinson,14
Tim Thomas,10
Travis Best,4
Jalen Rose,9
Jalen Rose,10
Ray Allen,10
Jermaine O'Neal,19
Tim Thomas,12
Jalen Rose,11
Jalen Rose,12
Sam Cassell,3
Jalen Rose,14
Jalen Rose,17
Jason Caffey,12
Jalen Rose,19
Ray Allen,11
Ray Allen,12
Ray Allen,14
Jalen Rose,21
Glenn Robinson,17
Glenn Robinson,19
Tim Thomas,14
Sam Cassell,4
Jalen Rose,23
Jerome Kersey,6
Jermaine O'Neal,21
Lindsey Hunter,9
Lindsey Hunter,11
Jalen Rose,25
Jalen Rose,26
Glenn Robinson,21
Ervin Johnson,2
Travis Best,7
Reggie Miller,7
Reggie Miller,8
Glenn Robinson,23
Glenn Robinson,24
Travis Best,8
Travis Best,9
Jerome Kersey,7
Travis Best,10
Travis Best,11
Tim Thomas,15
Tim Thomas,16
Ray Allen,16
Jonathan Bender,1
Jeff Foster,9
Toni Kukoc,2
Karl Malone,2
Toni Kukoc,4
Allen Iverson,2
Theo Ratliff,1
Theo Ratliff,2
Allen Iverson,4
John Stockton,2
Allen Iverson,5
Allen Iverson,6
Karl Malone,4
Theo Ratliff,4
Allen Iverson,8
Tyrone Hill,1
Tyrone Hill,2
Bryon Russell,2
Toni Kukoc,6
Bryon Russell,3
Allen Iverson,9
Allen Iverson,10
Allen Iverson,11
Allen Iverson,12
Karl Malone,6
Theo Ratliff,5
Theo Ratliff,6
David Benoit,2
Karl Malone,7
Tyrone Hill,4
Donyell Marshall,1
Karl Malone,8
Karl Malone,9
Allen Iverson,13
Allen Iverson,14
George Lynch,2
Greg Ostertag,2
Greg Ostertag,3
Allen Iverson,16
Allen Iverson,18
Danny Manning,2
Donyell Marshall,3
Danny Manning,3
Danny Manning,4
Donyell Marshall,5
Karl Malone,10
Karl Malone,11
Karl Malone,12
Karl Malone,13
Allen Iverson,20
Greg Ostertag,4
Greg Ostertag,5
George Lynch,3
George Lynch,4
Greg Ostertag,7
Allen Iverson,22
Allen Iverson,24
Toni Kukoc,7
John Stockton,3
John Stockton,4
Allen Iverson,26
Theo Ratliff,7
Theo Ratliff,8
Tyrone Hill,6
Theo Ratliff,10
Karl Malone,14
Karl Malone,15
Bryon Russell,5
Allen Iverson,28
Karl Malone,17
Donyell Marshall,7
Matt Geiger,2
Bryon Russell,7
Karl Malone,19
Karl Malone,21
Karl Malone,22
Aaron McKie,3
Todd MacCulloch,2
Karl Malone,23
Karl Malone,25
Karl Malone,26
Karl Malone,28
George Lynch,6
Allen Iverson,30
Olden Polynice,2
Allen Iverson,32
Allen Iverson,33
Karl Malone,30
Danny Manning,6
Danny Manning,8
Allen Iverson,34
Allen Iverson,35
Danny Manning,10
Theo Ratliff,11
Danny Manning,12
Tyrone Hill,7
Karl Malone,32
Allen Iverson,36
Karl Malone,34
Aaron McKie,4
Aaron McKie,5
John Stockton,5
Bryon Russell,8
Bryon Russell,9
Allen Iverson,38
Allen Iverson,40
Karl Malone,35
Karl Malone,36
Tyrone Hill,9
Karl Malone,38
Allen Iverson,41
Allen Iverson,42
Karl Malone,39
Theo Ratliff,13
Karl Malone,41
Allen Iverson,43
John Stockton,7
Allen Iverson,45
Danny Manning,13
Danny Manning,14
Danny Manning,16
Chris Mihm,2
Chauncey Billups,2
Andre Miller,1
Andre Miller,2
Kevin Garnett,1
Kevin Garnett,3
Chris Gatling,2
Kevin Garnett,5
Terrell Brandon,2
Jim Jackson,2
Wally Szczerbiak,2
Jim Jackson,4
Chauncey Billups,4
Chris Gatling,3
Wally Szczerbiak,3
Wally Szczerbiak,4
Terrell Brandon,4
Trajan Langdon,2
Andre Miller,4
Wally Szczerbiak,6
Jim Jackson,6
Kevin Garnett,7
Clar. Weatherspoon,2
Kevin Garnett,9
Chris Gatling,5
LaPhonso Ellis,2
Chris Gatling,7
Wally Szczerbiak,8
Cedric Henderson,2
Robert Traylor,2
LaPhonso Ellis,4
LaPhonso Ellis,5
LaPhonso Ellis,6
Terrell Brandon,6
Trajan Langdon,4
LaPhonso Ellis,8
Terrell Brandon,8
Robert Traylor,4
Terrell Brandon,9
Sam Mitchell,1
Sam Mitchell,2
Clar. Weatherspoon,4
Kevin Garnett,11
Jim Jackson,7
Andre Miller,5
Andre Miller,6
Chris Gatling,9
Kevin Garnett,12
Kevin Garnett,13
Chris Gatling,10
Wally Szczerbiak,9
Wally Szczerbiak,10
Chauncey Billups,6
Jim Jackson,8
Jim Jackson,9
Kevin Garnett,16
Chris Mihm,4
Andre Miller,7
Andre Miller,8
Chris Mihm,6
Chris Mihm,7
Clar. Weatherspoon,6
Kevin Garnett,17
Kevin Garnett,18
Chauncey Billups,7
Chauncey Billups,8
Clar. Weatherspoon,8
Clar. Weatherspoon,10
Terrell Brandon,11
Chris Gatling,12
Reggie Slater,2
Terrell Brandon,13
Terrell Brandon,14
Cedric Henderson,3
Terrell Brandon,15
Terrell Brandon,16
Robert Traylor,6
Reggie Slater,3
Trajan Langdon,6
Bimbo Coles,1
Bimbo Coles,2
Sam Mitchell,3
Robert Traylor,7
Wally Szczerbiak,12
Robert Traylor,8
Terrell Brandon,18
Robert Traylor,10
Terrell Brandon,21
Terrell Brandon,22
Terrell Brandon,23
Wally Szczerbiak,14
Trajan Langdon,7
Terrell Brandon,24
Terrell Brandon,25
Jim Jackson,10
Jim Jackson,11
Andre Miller,10
Todd Day,3
Andre Miller,12
LaPhonso Ellis,10
Andre Miller,13
Andre Miller,14
Wally Szczerbiak,16
LaPhonso Ellis,11
LaPhonso Ellis,12
Bimbo Coles,4
Terrell Brandon,26
Terrell Brandon,27
Chris Gatling,15
Dale Davis,2
Bryant Stith,2
Antoine Walker,2
Antoine Walker,3
Scottie Pippen,1
Scottie Pippen,2
Scottie Pippen,4
Scottie Pippen,6
Paul Pierce,2
Dale Davis,4
Mark Blount,2
Antoine Walker,5
Antoine Walker,6
Dale Davis,6
Antoine Walker,8
Antoine Walker,9
Rasheed Wallace,2
Scottie Pippen,8
Paul Pierce,4
Damon Stoudamire,1
Scottie Pippen,11
Antoine Walker,11
Bryant Stith,4
Damon Stoudamire,3
Bryant Stith,6
Stacey Augmon,2
Vitaly Potapenko,2
Vitaly Potapenko,4
Steven Smith,2
Paul Pierce,6
Steven Smith,4
Vitaly Potapenko,6
Steven Smith,5
Steven Smith,6
Kenny Anderson,3
Greg Anthony,2
Shawn Kemp,1
Shawn Kemp,2
Paul Pierce,8
Steven Smith,8
Antoine Walker,13
Rasheed Wallace,3
Dale Davis,8
Dale Davis,9
Paul Pierce,10
Rasheed Wallace,5
Steven Smith,9
Eric Williams,2
Randy Brown,2
Vitaly Potapenko,7
Vitaly Potapenko,8
Damon Stoudamire,4
Paul Pierce,12
Bonzi Wells,2
Paul Pierce,14
Kenny Anderson,5
Antoine Walker,15
Mark Blount,4
Scottie Pippen,13
Bryant Stith,8
Damon Stoudamire,6
Bryant Stith,11
Damon Stoudamire,8
Scottie Pippen,16
Mark Blount,6
Dale Davis,11
Mark Blount,8
Scottie Pippen,18
Vitaly Potapenko,10
Steven Smith,10
Steven Smith,11
Paul Pierce,16
Vitaly Potapenko,12
Rasheed Wallace,7
Damon Stoudamire,10
Damon Stoudamire,12
Paul Pierce,17
Rasheed Wallace,9
Scottie Pippen,20
Paul Pierce,20
Damon Stoudamire,14
Steven Smith,14
Steven Smith,17
Bryant Stith,12
Bryant Stith,13
Shawn Kemp,4
Eric Williams,4
Rasheed Wallace,10
Rasheed Wallace,12
Paul Pierce,21
Paul Pierce,22
Paul Pierce,23
Rasheed Wallace,13
Shawn Kemp,5
Shawn Kemp,6
Damon Stoudamire,15
Antoine Walker,17
Scottie Pippen,22
Rasheed Wallace,14
Rasheed Wallace,15
Paul Pierce,25
Damon Stoudamire,16
Damon Stoudamire,17
Kenny Anderson,7
Damon Stoudamire,18
Damon Stoudamire,19
Damon Stoudamire,20
Damon Stoudamire,21
Kenny Anderson,9
Vince Carter,1
Vince Carter,2
Vince Carter,4
Damon Stoudamire,3
Dale Davis,2
Charles Oakley,2
Rasheed Wallace,2
Steven Smith,1
Vince Carter,6
Vince Carter,8
Rasheed Wallace,4
Corliss Williamson,2
Rasheed Wallace,6
Vince Carter,10
Rasheed Wallace,8
Charles Oakley,4
Damon Stoudamire,5
Rasheed Wallace,9
Vince Carter,12
Steven Smith,2
Steven Smith,3
Alvin Williams,3
Rasheed Wallace,11
Vince Carter,14
Arvydas Sabonis,2
Damon Stoudamire,7
Bonzi Wells,1
Alvin Williams,5
Arvydas Sabonis,4
Antonio Davis,1
Kevin Willis,2
Bonzi Wells,3
Alvin Williams,6
Alvin Williams,7
Shawn Kemp,2
Tyrone Corbin,2
Damon Stoudamire,9
Bonzi Wells,5
Dell Curry,3
Rasheed Wallace,13
Shawn Kemp,4
Steven Smith,4
Steven Smith,5
Rasheed Wallace,15
Corliss Williamson,4
Vince Carter,17
Damon Stoudamire,11
Corliss Williamson,6
Vince Carter,20
Steven Smith,7
Steven Smith,8
Dale Davis,4
Scottie Pippen,2
Scottie Pippen,3
Vince Carter,22
Corliss Williamson,8
Corliss Williamson,9
Steven Smith,10
Vince Carter,24
Corliss Williamson,11
Rasheed Wallace,17
Arvydas Sabonis,6
Vince Carter,26
Rasheed Wallace,18
Rasheed Wallace,19
Vince Carter,27
Vince Carter,28
Arvydas Sabonis,7
Arvydas Sabonis,8
Vince Carter,29
Kevin Willis,4
Bonzi Wells,7
Bonzi Wells,9
Morris Peterson,1
Morris Peterson,2
Alvin Williams,9
Damon Stoudamire,13
Vince Carter,31
Dale Davis,6
Kevin Willis,6
Steven Smith,13
Steven Smith,15
Morris Peterson,4
Morris Peterson,6
Scottie Pippen,5
Vince Carter,34
Vince Carter,36
Vince Carter,37
Rasheed Wallace,21
Rasheed Wallace,23
Charles Oakley,5
Rasheed Wallace,25
Damon Stoudamire,14
Antonio Davis,2
Rasheed Wallace,2
Corliss Williamson,2
Dale Davis,2
Corliss Williamson,3
Damon Stoudamire,2
Damon Stoudamire,4
Corliss Williamson,5
Kevin Willis,2
Steven Smith,2
Kevin Willis,3
Kevin Willis,4
Kevin Willis,6
Steven Smith,4
Corliss Williamson,7
Dell Curry,2
Damon Stoudamire,6
Damon Stoudamire,7
Antonio Davis,4
Shawn Kemp,2
Damon Stoudamire,9
Damon Stoudamire,11
Mark Jackson,2
Shawn Kemp,4
Greg Anthony,3
Antonio Davis,5
Antonio Davis,6
Shawn Kemp,5
Shawn Kemp,6
Bonzi Wells,2
Bonzi Wells,4
Rasheed Wallace,4
Rasheed Wallace,5
Corliss Williamson,9
Alvin Williams,9
Corliss Williamson,11
Shawn Kemp,8
Corliss Williamson,13
Alvin Williams,13
Antonio Davis,7
Steven Smith,5
Steven Smith,6
Scottie Pippen,2
Dell Curry,5
Antonio Davis,9
Rasheed Wallace,7
Rasheed Wallace,9
Kevin Willis,8
Alvin Williams,2
Dale Davis,4
Antonio Davis,10
Antonio Davis,11
Alvin Williams,5
Steven Smith,8
Antonio Davis,12
Antonio Davis,13
Mark Jackson,4
Alvin Williams,7
Rasheed Wallace,11
Antonio Davis,15
Kevin Willis,9
Damon Stoudamire,12
Alvin Williams,9
Shawn Kemp,10
Antonio Davis,16
Dale Davis,6
Corliss Williamson,15
Damon Stoudamire,14
Damon Stoudamire,16
Bonzi Wells,6
Damon Stoudamire,18
Stacey Augmon,2
Mark Jackson,5
Mark Jackson,6
Dale Davis,8
Antonio Davis,17
Antonio Davis,18
Damon Stoudamire,21
Bonzi Wells,8
Alvin Williams,11
Dell Curry,6
Bonzi Wells,10
Dell Curry,8
Shawn Kemp,12
Mark Jackson,9
Bonzi Wells,13
Corliss Williamson,17
Stacey Augmon,4
Dell Curry,10
Rasheed Wallace,13
Dell Curry,12
Alvin Williams,13
Alvin Williams,15
Rasheed Wallace,14
Rasheed Wallace,15
Alvin Williams,17
Rasheed Wallace,17
Dell Curry,13
Dell Curry,14
Rasheed Wallace,19
Dell Curry,16
Rasheed Wallace,20
Steven Smith,10
Kevin Willis,11
Steven Smith,11
Steven Smith,12
Shaquille O'Neal,2
Maurice Taylor,2
Kobe Bryant,2
Shandon Anderson,2
Kobe Bryant,4
Hakeem Olajuwon,2
Rick Fox,2
Maurice Taylor,4
Kobe Bryant,6
Ron Harper,2
Hakeem Olajuwon,4
Kobe Bryant,8
Walt Williams,2
Kobe Bryant,11
Shandon Anderson,4
Walt Williams,4
Kobe Bryant,13
Rick Fox,4
Steve Francis,1
Steve Francis,2
Shaquille O'Neal,4
Maurice Taylor,6
Kobe Bryant,15
Maurice Taylor,8
Kobe Bryant,16
Steve Francis,3
Steve Francis,4
Kobe Bryant,17
Kobe Bryant,18
Maurice Taylor,10
Maurice Taylor,12
Kobe Bryant,20
Cuttino Mobley,2
Kobe Bryant,22
Shaquille O'Neal,6
Isaiah Rider,2
Cuttino Mobley,4
Shaquille O'Neal,8
Shandon Anderson,7
Shaquille O'Neal,10
Shaquille O'Neal,12
Kobe Bryant,24
Walt Williams,7
Isaiah Rider,4
Kobe Bryant,26
Moochie Norris,2
Steve Francis,6
Steve Francis,9
Cuttino Mobley,6
Isaiah Rider,5
Isaiah Rider,6
Ron Harper,4
Walt Williams,8
Shaquille O'Neal,13
Kobe Bryant,28
Steve Francis,11
Kobe Bryant,30
Maurice Taylor,14
Walt Williams,11
Walt Williams,13
Maurice Taylor,15
Hakeem Olajuwon,6
Hakeem Olajuwon,7
Hakeem Olajuwon,8
Steve Francis,13
Rick Fox,5
Rick Fox,6
Hakeem Olajuwon,9
Hakeem Olajuwon,10
Rick Fox,9
Hakeem Olajuwon,12
Rick Fox,12
Shandon Anderson,8
Shandon Anderson,9
Kobe Bryant,32
Shaquille O'Neal,15
Hakeem Olajuwon,14
Rick Fox,13
Rick Fox,14
Moochie Norris,4
Shaquille O'Neal,17
Robert Horry,1
Robert Horry,3
Kobe Bryant,34
Moochie Norris,6
Cuttino Mobley,8
Shaquille O'Neal,19
Kobe Bryant,36
Steve Francis,14
Moochie Norris,8
Kobe Bryant,38
Kobe Bryant,39
Moochie Norris,9
Moochie Norris,10
Moochie Norris,12
Isaiah Rider,8
Shaquille O'Neal,20
Shaquille O'Neal,21
Cuttino Mobley,11
Maurice Taylor,17
Shaquille O'Neal,22
Shaquille O'Neal,23
Shaquille O'Neal,24
Kobe Bryant,41
Hakeem Olajuwon,16
Shaquille O'Neal,25
Maurice Taylor,19
Kobe Bryant,43
Kobe Bryant,45
Vlade Divac,2
Peja Stojakovic,3
Chris Webber,2
Tyrone Hill,2
Doug Christie,3
Chris Webber,4
Doug Christie,5
George Lynch,2
Peja Stojakovic,5
Allen Iverson,2
Doug Christie,8
Vlade Divac,4
Doug Christie,10
Tyrone Hill,4
Vlade Divac,5
Matt Geiger,2
George Lynch,4
Peja Stojakovic,7
Allen Iverson,4
Peja Stojakovic,8
Peja Stojakovic,9
Chris Webber,6
Doug Christie,11
Doug Christie,12
Chris Webber,8
Dikembe Mutombo,2
Jumaine Jones,2
Chris Webber,10
Aaron McKie,2
Aaron McKie,4
George Lynch,6
Scot Pollard,2
Aaron McKie,5
Aaron McKie,6
Chris Webber,11
Chris Webber,12
Aaron McKie,8
Peja Stojakovic,12
Aaron McKie,10
Allen Iverson,6
Chris Webber,14
Aaron McKie,11
Aaron McKie,12
Matt Geiger,4
Chris Webber,16
Allen Iverson,7
George Lynch,7
Allen Iverson,8
Allen Iverson,9
Doug Christie,14
Allen Iverson,11
Chris Webber,18
Peja Stojakovic,14
Jason Williams,3
Dikembe Mutombo,3
Dikembe Mutombo,4
Vlade Divac,6
Peja Stojakovic,16
Allen Iverson,13
Jason Williams,5
Allen Iverson,15
Tyrone Hill,5
Aaron McKie,14
Chris Webber,20
Jason Williams,8
Eric Snow,2
Chris Webber,22
Aaron McKie,15
Chris Webber,24
Matt Geiger,5
Jason Williams,11
Matt Geiger,7
Allen Iverson,18
Peja Stojakovic,19
Allen Iverson,20
Scot Pollard,4
Allen Iverson,23
Hedo Turkoglu,3
Eric Snow,4
Hedo Turkoglu,5
Hedo Turkoglu,6
Hedo Turkoglu,7
Rodney Buford,2
Scot Pollard,6
Scot Pollard,8
Aaron McKie,17
Allen Iverson,25
Chris Webber,25
Chris Webber,26
Allen Iverson,27
Allen Iverson,28
Bobby Jackson,3
Scot Pollard,10
Lawrence Funderburke,2
Rodney Buford,3
Hedo Turkoglu,9
Todd MacCulloch,2
Jermaine O'Neal,2
Courtney Alexander,2
Jalen Rose,2
Courtney Alexander,4
Jermaine O'Neal,4
Laron Profit,2
Sam Perkins,2
Jalen Rose,4
Richard Hamilton,2
Sam Perkins,5
Jahidi White,1
Sam Perkins,8
Reggie Miller,2
Jalen Rose,6
Richard Hamilton,4
Al Harrington,2
Jahidi White,3
Al Harrington,4
Reggie Miller,4
Jahidi White,5
Sam Perkins,10
Jalen Rose,8
Courtney Alexander,5
Courtney Alexander,6
Jahidi White,7
Courtney Alexander,8
Reggie Miller,7
Jalen Rose,10
Jahidi White,9
Courtney Alexander,10
Austin Croshere,1
Laron Profit,4
Austin Croshere,3
Jalen Rose,12
Austin Croshere,5
Michael Smith,1
Jalen Rose,13
Christian Laettner,2
Mike Smith,2
Christian Laettner,3
Christian Laettner,4
Al Harrington,6
Richard Hamilton,6
Richard Hamilton,8
Austin Croshere,6
Austin Croshere,7
Richard Hamilton,10
Richard Hamilton,12
Al Harrington,8
Reggie Miller,9
Reggie Miller,11
Tyus Edney,2
Richard Hamilton,14
Laron Profit,7
Reggie Miller,14
Jahidi White,11
Reggie Miller,16
Richard Hamilton,16
Jermaine O'Neal,6
Jalen Rose,15
Richard Hamilton,17
Richard Hamilton,18
Jalen Rose,17
Jeff Foster,2
Jahidi White,12
Christian Laettner,6
Jahidi White,14
Jahidi White,15
Christian Laettner,8
Jalen Rose,19
Jalen Rose,21
Jalen Rose,22
Jalen Rose,24
Courtney Alexander,11
Courtney Alexander,12
Sam Perkins,12
Jahidi White,17
Reggie Miller,19
Jalen Rose,26
Courtney Alexander,14
Richard Hamilton,19
Jalen Rose,27
Courtney Alexander,17
Jermaine O'Neal,7
David Vanterpool,2
Austin Croshere,9
Richard Hamilton,20
Richard Hamilton,21
Richard Hamilton,23
Reggie Miller,21
Michael Smith,3
Michael Smith,4
Courtney Alexander,19
Courtney Alexander,21
Jermaine O'Neal,9
Richard Hamilton,25
Jalen Rose,29
Michael Smith,6
Reggie Miller,23
Reggie Miller,24
Richard Hamilton,27
Sam Perkins,15
Christian Laettner,10
Richard Hamilton,29
Reggie Miller,27
Richard Hamilton,31
Courtney Alexander,23
Al Harrington,10
Christian Laettner,11
Christian Laettner,12
Jalen Rose,30
Jalen Rose,31
Sam Perkins,16
Christian Laettner,13
Christian Laettner,14
Jalen Rose,32
Jalen Rose,33
Jalen Rose,35
John Amaechi,2
John Amaechi,4
Tracy McGrady,1
Tracy McGrady,2
Othella Harrington,1
Othella Harrington,2
Bo Outlaw,2
Othella Harrington,4
Michael Doleac,2
Mike Bibby,3
Shareef Abdur-Rahim,2
John Amaechi,6
Ike Austin,2
Michael Doleac,4
Stromile Swift,2
Stromile Swift,4
Stromile Swift,5
Mike Bibby,6
John Amaechi,8
Stromile Swift,6
Stromile Swift,7
John Amaechi,10
John Amaechi,12
Michael Dickerson,2
Bryant Reeves,1
Bryant Reeves,2
John Amaechi,14
Stromile Swift,9
Monty Williams,1
Monty Williams,2
Bryant Reeves,3
Monty Williams,4
Othella Harrington,6
Don Reid,2
Don Reid,4
Don Reid,5
Bryant Reeves,5
Grant Long,2
John Amaechi,16
Michael Dickerson,3
Mike Bibby,8
Othella Harrington,7
Bo Outlaw,4
Ike Austin,3
Ike Austin,4
Michael Doleac,6
Darrell Armstrong,2
Darrell Armstrong,4
Ike Austin,5
Shareef Abdur-Rahim,3
Shareef Abdur-Rahim,4
Othella Harrington,9
Darrell Armstrong,6
Darrell Armstrong,8
Ike Austin,6
Ike Austin,7
Tracy McGrady,3
Tracy McGrady,4
Othella Harrington,11
Pat Garrity,2
Darrell Armstrong,11
Michael Dickerson,5
Michael Doleac,8
Bo Outlaw,6
Tracy McGrady,6
Michael Dickerson,7
Michael Doleac,10
Michael Doleac,12
Mike Bibby,10
Mike Bibby,12
Michael Doleac,14
Shareef Abdur-Rahim,6
Ike Austin,9
Ike Austin,10
Othella Harrington,13
Pat Garrity,5
Shareef Abdur-Rahim,8
Tracy McGrady,8
Ike Austin,11
Ike Austin,12
Tracy McGrady,10
Michael Dickerson,9
Tracy McGrady,12
Tracy McGrady,13
Tracy McGrady,14
Tracy McGrady,15
Othella Harrington,15
Tracy McGrady,17
Bryant Reeves,6
Bryant Reeves,7
Darrell Armstrong,13
Tracy McGrady,19
Darrell Armstrong,16
Tracy McGrady,20
Grant Long,4
Tracy McGrady,21
Mike Bibby,13
Michael Dickerson,11
Tracy McGrady,23
Mike Bibby,16
Tracy McGrady,25
Mike Bibby,17
John Amaechi,18
Bryant Reeves,9
Mike Bibby,19
Michael Doleac,15
Michael Doleac,16
Shareef Abdur-Rahim,9
Shareef Abdur-Rahim,10
Shareef Abdur-Rahim,12
Pat Garrity,7
Tracy McGrady,27
Bo Outlaw,8
John Stockton,2
Rasho Nesterovic,2
Karl Malone,2
Kevin Garnett,2
Greg Ostertag,2
Karl Malone,4
Kevin Garnett,4
Greg Ostertag,4
Terrell Brandon,2
Wally Szczerbiak,2
Wally Szczerbiak,4
Wally Szczerbiak,6
Donyell Marshall,1
Jacque Vaughn,1
Jacque Vaughn,2
Karl Malone,5
Karl Malone,6
Anthony Peeler,2
LaPhonso Ellis,2
Karl Malone,8
Anthony Peeler,4
John Starks,2
Donyell Marshall,3
Dean Garrett,2
Chauncey Billups,2
Danny Manning,2
Kevin Garnett,6
Kevin Garnett,8
Donyell Marshall,5
Kevin Garnett,10
Donyell Marshall,7
Donyell Marshall,9
Kevin Garnett,11
Donyell Marshall,11
John Stockton,4
Sam Mitchell,2
Kevin Garnett,13
Bryon Russell,3
John Starks,3
John Starks,4
Karl Malone,10
Wally Szczerbiak,8
Anthony Peeler,5
Karl Malone,12
William Avery,2
William Avery,3
William Avery,4
John Stockton,5
Donyell Marshall,14
Terrell Brandon,4
John Starks,6
Donyell Marshall,16
Wally Szczerbiak,10
Kevin Garnett,15
Donyell Marshall,17
Anthony Peeler,7
Karl Malone,14
Terrell Brandon,6
Wally Szczerbiak,12
Kevin Garnett,17
Karl Malone,16
Jacque Vaughn,5
Terrell Brandon,7
Terrell Brandon,8
Kevin Garnett,19
Jacque Vaughn,7
Anthony Peeler,10
Terrell Brandon,10
LaPhonso Ellis,4
Danny Manning,4
Danny Manning,6
Kevin Garnett,20
Kevin Garnett,21
Danny Manning,9
Sam Mitchell,4
John Stockton,7
Terrell Brandon,11
Karl Malone,18
Terrell Brandon,13
Donyell Marshall,19
Karl Malone,20
Terrell Brandon,14
Terrell Brandon,15
John Stockton,8
Kevin Garnett,23
John Stockton,10
Terrell Brandon,17
Anthony Peeler,13
John Starks,7
Anthony Peeler,15
Terrell Brandon,18
Terrell Brandon,19
Anthony Peeler,16
Anthony Peeler,17
Karl Malone,22
Marcus Camby,2
Allan Houston,2
Marcus Camby,4
Paul Pierce,3
Larry Johnson,3
Antoine Walker,2
Marcus Camby,6
Paul Pierce,5
Larry Johnson,6
Vitaly Potapenko,2
Marcus Camby,8
Eric Williams,1
Marcus Camby,9
Marcus Camby,10
Kurt Thomas,2
Eric Williams,2
Eric Williams,3
Eric Williams,4
Milt Palacio,3
Latrell Sprewell,2
Kurt Thomas,4
Vitaly Potapenko,4
Paul Pierce,7
Eric Williams,7
Kurt Thomas,6
Larry Johnson,8
Larry Johnson,9
Larry Johnson,11
Mark Blount,2
Charlie Ward,2
Charlie Ward,3
Latrell Sprewell,4
Bryant Stith,3
Kurt Thomas,7
Kurt Thomas,8
Marcus Camby,11
Marcus Camby,12
Paul Pierce,9
Kurt Thomas,10
Milt Palacio,4
Paul Pierce,11
Latrell Sprewell,6
Charlie Ward,4
Charlie Ward,5
Glen Rice,3
Antoine Walker,5
Marcus Camby,13
Marcus Camby,14
Vitaly Potapenko,6
Antoine Walker,7
Antoine Walker,8
Antoine Walker,11
Marcus Camby,16
Paul Pierce,14
Allan Houston,4
Latrell Sprewell,9
Paul Pierce,16
Paul Pierce,17
Allan Houston,5
Antoine Walker,13
Paul Pierce,18
Marcus Camby,18
Larry Johnson,13
Larry Johnson,14
Bryant Stith,4
Mark Blount,4
Paul Pierce,20
Marcus Camby,20
Eric Williams,10
Marcus Camby,22
Bryant Stith,7
Marcus Camby,24
Marcus Camby,25
Eric Williams,11
Eric Williams,12
Kurt Thomas,12
Kurt Thomas,14
Mark Blount,6
Mark Jackson,2
Milt Palacio,6
Allan Houston,8
Eric Williams,13
Eric Williams,14
Paul Pierce,22
Paul Pierce,23
Eric Williams,17
Kurt Thomas,15
Kurt Thomas,16
Eric Williams,18
Eric Williams,19
Larry Johnson,16
Eric Williams,21
Larry Johnson,17
Antoine Walker,14
Antoine Walker,15
Marcus Camby,27
Larry Johnson,19
Latrell Sprewell,11
Latrell Sprewell,13
Mark Blount,8
Randy Brown,2
Larry Johnson,20
Larry Johnson,21
David Robinson,2
David Robinson,3
Tim Duncan,2
Marcus Camby,2
